id,speaker,disambiguation_time,pywsd_output,tokens_text,tokens_emotions,scene,primary_emotion,secondary_emotion,text_disambiguate,speech
40,CHANCELLOR,0.05,"[('France', 'france', None), ('will', 'will', None), ('hack', 'hack', Synset('hack.v.07')), ('her', 'her', None), ('way', 'way', None), ('through', 'through', None), ('her', 'her', None), ('.', '.', None)]","['France', 'will', 'hack', 'her', 'way', 'through', 'her', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'rage'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,grief,rage,France will hack her way through her .,France will hack her way through her .
42,CHANCELLOR,0.633,"[('I', 'i', None), ('ask', 'ask', Synset('necessitate.v.01')), ('your', 'your', None), ('pardon', 'pardon', None), (',', ',', None), ('Sire', 'sire', None), ('.', '.', None), ('It', 'it', None), ('came', 'come', Synset('issue_forth.v.01')), (',', ',', None), ('somehow', 'somehow', None), (',', ',', None), ('pat', 'pat', None), ('to', 'to', None), ('my', 'my', None), ('lips', 'lip', None), ('.', '.', None)]","['I', 'necessitate', 'your', 'pardon', ',', 'Sire', '.', 'It', 'issue_forth', ',', 'somehow', ',', 'pat', 'to', 'my', 'lips', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,,"I necessitate your pardon , Sire . It issue_forth , somehow , pat to my lips .","I ask your pardon , Sire . It came , somehow , pat to my lips ."
44,CHANCELLOR,0.041,"[('Bonaparte', 'bonaparte', None), ('would', 'would', None), ('have', 'have', None), ('acted', 'act', Synset('dissemble.v.03')), ('quickly', 'quickly', None), ('.', '.', None)]","['Bonaparte', 'would', 'have', 'dissemble', 'quickly', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'sadness', 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,loathing,Bonaparte would have dissemble quickly .,Bonaparte would have acted quickly .
46,CHANCELLOR,0.007,"[('The', 'the', None), ('paper', 'paper', None), (',', ',', None), ('Sire', 'sire', None), ('.', '.', None)]","['The', 'paper', ',', 'Sire', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,"The paper , Sire .","The paper , Sire ."
48,CHANCELLOR,0.248,"[('Overmuch', 'overmuch', None), ('reflection', 'reflection', None), ('——', '——', None)]","['Overmuch', 'reflection', '——']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,serenity,acceptance,Overmuch reflection ——,Overmuch reflection ——
71,CHANCELLOR,0.439,"[('Your', 'your', None), ('Imperial', 'imperial', None), ('Majesty', 'majesty', None), ('has', 'have', None), ('signed', 'sign', Synset('sign.v.07')), ('?', '?', None)]","['Your', 'Imperial', 'Majesty', 'has', 'sign', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,Your Imperial Majesty has sign ?,Your Imperial Majesty has signed ?
77,CHANCELLOR,0.006,"[('You', 'you', None), ('were', 'be', None), ('the', 'the', None), ('friend', 'friend', None), ('of', 'of', None), ('Austria', 'austria', None), ('.', '.', None)]","['You', 'were', 'the', 'friend', 'of', 'Austria', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,You were the friend of Austria .,You were the friend of Austria .
79,CHANCELLOR,0.004,"[('Nay', 'nay', None), (',', ',', None), ('Sire', 'sire', None), ('——', '——', None)]","['Nay', ',', 'Sire', '——']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,"Nay , Sire ——","Nay , Sire ——"
2,OFFICER,0.236,"[('Sire', 'sire', None), ('——', '——', None), ('EMPEROR', 'emperor', None), ('Is', 'be', None), ('that', 'that', None), ('the', 'the', None), ('paper', 'paper', None), ('?', '?', None), ('CHANCELLOR', 'chancellor', None), ('It', 'it', None), ('awaits', 'await', Synset('expect.v.03')), ('only', 'only', None), ('your', 'your', None), ('Imperial', 'imperial', None), ('Majesty', 'majesty', None), (""'s"", ""'s"", None), ('signature', 'signature', None), ('.', '.', None)]","['Sire', '——', 'EMPEROR', 'Is', 'that', 'the', 'paper', '?', 'CHANCELLOR', 'It', 'expect', 'only', 'your', 'Imperial', 'Majesty', ""'s"", 'signature', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'annoyance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,delight,Sire —— EMPEROR Is that the paper ? CHANCELLOR It expect only your Imperial Majesty 's signature .,Sire —— EMPEROR Is that the paper ? CHANCELLOR It awaits only your Imperial Majesty 's signature .
3,OFFICER,0.102,"[('When', 'when', None), ('you', 'you', None), ('have', 'have', None), ('signed', 'sign', Synset('sign.v.04')), ('that', 'that', None), ('paper', 'paper', None), (',', ',', None), ('Sire', 'sire', None), (',', ',', None), ('the', 'the', None), ('Fatherland', 'fatherland', None), ('will', 'will', None), ('be', 'be', None), ('at', 'at', None), ('war', 'war', None), ('with', 'with', None), ('France', 'france', None), ('and', 'and', None), ('Russia', 'russia', None), ('.', '.', None)]","['When', 'you', 'have', 'sign', 'that', 'paper', ',', 'Sire', ',', 'the', 'Fatherland', 'will', 'be', 'at', 'war', 'with', 'France', 'and', 'Russia', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,delight,"When you have sign that paper , Sire , the Fatherland will be at war with France and Russia .","When you have signed that paper , Sire , the Fatherland will be at war with France and Russia ."
7,OFFICER,0.359,"[('Your', 'your', None), ('Imperial', 'imperial', None), ('Majesty', 'majesty', None), ('is', 'be', None), ('not', 'not', None), ('afraid', 'afraid', None), ('to', 'to', None), ('sign', 'sign', Synset('sign.v.04')), ('?', '?', None), ('EMPEROR', 'emperor', None), ('Afraid', 'afraid', None), ('!', '!', None), ('OFFICER', 'officer', None), ('Oh', 'oh', None), (',', ',', None), ('Sire', 'sire', None), ('!', '!', None)]","['Your', 'Imperial', 'Majesty', 'is', 'not', 'afraid', 'to', 'sign', '?', 'EMPEROR', 'Afraid', '!', 'OFFICER', 'Oh', ',', 'Sire', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'fear', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,delight,"Your Imperial Majesty is not afraid to sign ? EMPEROR Afraid ! OFFICER Oh , Sire !","Your Imperial Majesty is not afraid to sign ? EMPEROR Afraid ! OFFICER Oh , Sire !"
9,OFFICER,9.498,"[('That', 'that', None), ('is', 'be', None), ('the', 'the', None), ('Fatherland', 'fatherland', None), ('to-day', 'to-day', None), ('.', '.', None), ('Such', 'such', None), ('as', 'a', None), ('we', 'we', None), ('are', 'be', None), (',', ',', None), ('that', 'that', None), ('you', 'you', None), ('have', 'have', None), ('made', 'make', Synset('make.v.03')), ('us', 'u', None), (',', ',', None), ('each', 'each', None), ('seeking', 'seek', Synset('search.v.01')), ('to', 'to', None), ('copy', 'copy', Synset('copy.v.04')), ('you', 'you', None), ('in', 'in', None), ('so', 'so', None), ('far', 'far', None), ('as', 'a', None), ('man', 'man', None), ('can', 'can', None), ('repeat', 'repeat', Synset('repeat.v.04')), ('his', 'hi', None), ('deity', 'deity', None), ('.', '.', None), ('It', 'it', None), ('was', 'be', None), ('you', 'you', None), ('fashioned', 'fashion', Synset('fashion.v.01')), ('us', 'u', None), ('into', 'into', None), ('a', 'a', None), ('sword', 'sword', None), (',', ',', None), ('Sire', 'sire', None), (',', ',', None), ('and', 'and', None), ('now', 'now', None), ('the', 'the', None), ('sword', 'sword', None), ('must', 'must', None), ('speak', 'speak', Synset('address.v.02')), ('.', '.', None), ('EMPEROR', 'emperor', None), ('There', 'there', None), ('the', 'the', None), ('sword', 'sword', None), ('spoke', 'speak', Synset('address.v.02')), ('—', '—', None), ('and', 'and', None), ('yet', 'yet', None), ('the', 'the', None), ('wise', 'wise', None), ('one', 'one', None), ('said', 'say', Synset('say.v.09')), (':', ':', None), ('“', '“', None), ('Take', 'take', Synset('consume.v.02')), ('not', 'not', None), ('your', 'your', None), ('enemies', 'enemy', None), ('together', 'together', None), (',', ',', None), ('but', 'but', None), ('separately', 'separately', None), (',', ',', None), ('lest', 'l', None), ('the', 'the', None), ('meal', 'meal', None), ('go', 'go', Synset('travel.v.01')), ('to', 'to', None), ('them', 'them', None), ('instead', 'instead', None), ('of', 'of', None), ('to', 'to', None), ('you', 'you', None), ('.', '.', None), ('”', '”', None), ('One', 'one', None), ('at', 'at', None), ('a', 'a', None), ('time', 'time', None), ('.', '.', None), ('Why', 'why', None), ('am', 'be', None), ('I', 'i', None), ('not', 'not', None), ('a', 'a', None), ('friend', 'friend', None), ('of', 'of', None), ('Russia', 'russia', None), ('till', 'till', None), ('France', 'france', None), ('is', 'be', None), ('out', 'out', None), ('of', 'of', None), ('the', 'the', None), ('way', 'way', None), (',', ',', None), ('or', 'or', None), ('France', 'france', None), (""'s"", ""'s"", None), ('friend', 'friend', None), ('until', 'until', None), ('the', 'the', None), ('bear', 'bear', None), ('is', 'be', None), ('muzzled', 'muzzle', Synset('muzzle.v.01')), ('?', '?', None), ('That', 'that', None), ('was', 'be', None), ('your', 'your', None), ('part', 'part', None), ('.', '.', None)]","['That', 'is', 'the', 'Fatherland', 'to-day', '.', 'Such', 'as', 'we', 'are', ',', 'that', 'you', 'have', 'make', 'us', ',', 'each', 'search', 'to', 'copy', 'you', 'in', 'so', 'far', 'as', 'man', 'can', 'repeat', 'his', 'deity', '.', 'It', 'was', 'you', 'fashion', 'us', 'into', 'a', 'sword', ',', 'Sire', ',', 'and', 'now', 'the', 'sword', 'must', 'address', '.', 'EMPEROR', 'There', 'the', 'sword', 'address', '—', 'and', 'yet', 'the', 'wise', 'one', 'say', ':', '“', 'consume', 'not', 'your', 'enemies', 'together', ',', 'but', 'separately', ',', 'lest', 'the', 'meal', 'travel', 'to', 'them', 'instead', 'of', 'to', 'you', '.', '”', 'One', 'at', 'a', 'time', '.', 'Why', 'am', 'I', 'not', 'a', 'friend', 'of', 'Russia', 'till', 'France', 'is', 'out', 'of', 'the', 'way', ',', 'or', 'France', ""'s"", 'friend', 'until', 'the', 'bear', 'is', 'muzzle', '?', 'That', 'was', 'your', 'part', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'delight', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'loathing', 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,"That is the Fatherland to-day . Such as we are , that you have make us , each search to copy you in so far as man can repeat his deity . It was you fashion us into a sword , Sire , and now the sword must address . EMPEROR There the sword address — and yet the wise one say : “ consume not your enemies together , but separately , lest the meal travel to them instead of to you . ” One at a time . Why am I not a friend of Russia till France is out of the way , or France 's friend until the bear is muzzle ? That was your part .","That is the Fatherland to-day . Such as we are , that you have made us , each seeking to copy you in so far as man can repeat his deity . It was you fashioned us into a sword , Sire , and now the sword must speak . EMPEROR There the sword spoke — and yet the wise one said : “ Take not your enemies together , but separately , lest the meal go to them instead of to you . ” One at a time . Why am I not a friend of Russia till France is out of the way , or France 's friend until the bear is muzzled ? That was your part ."
