id,speaker,speech,text_disambiguate,disambiguation_timepywsd_output,tokens_text,tokens_emotions,scene,primary_emotion,secondary_emotion,disambiguation_time,pywsd_output
839,DEVIL,", crosses to C ., putting letter into his pocket Madame has been so entertaining , that I —",", cross to c . , put letter into hi pocket madame have be so entertaining , that i —",,"[',', 'cross', 'to', 'c', '.', ',', 'put', 'letter', 'into', 'hi', 'pocket', 'madame', 'have', 'be', 'so', 'entertaining', ',', 'that', 'i', '—']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",2,enthusiasm,delight,0.491,"[(',', ',', None), ('crosses', 'cross', Synset('thwart.v.01')), ('to', 'to', None), ('C', 'c', None), ('.', '.', None), (',', ',', None), ('putting', 'put', Synset('put.v.04')), ('letter', 'letter', None), ('into', 'into', None), ('his', 'hi', None), ('pocket', 'pocket', None), ('Madame', 'madame', None), ('has', 'have', None), ('been', 'be', None), ('so', 'so', None), ('entertaining', 'entertaining', None), (',', ',', None), ('that', 'that', None), ('I', 'i', None), ('—', '—', None)]"
841,DEVIL,"Thank you very much , but I have an important call very early in the morning . Madame ,—  I have spent a very pleasant evening at your house .","thank you very much , but i have an important call very early in the morning . madame , — i have spend a very pleasant evening at your house .",,"['thank', 'you', 'very', 'much', ',', 'but', 'i', 'have', 'an', 'important', 'call', 'very', 'early', 'in', 'the', 'morning', '.', 'madame', ',', '—', 'i', 'have', 'spend', 'a', 'very', 'pleasant', 'evening', 'at', 'your', 'house', '.']","[{'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",2,ecstasy,,0.32,"[('Thank', 'thank', None), ('you', 'you', None), ('very', 'very', None), ('much', 'much', None), (',', ',', None), ('but', 'but', None), ('I', 'i', None), ('have', 'have', None), ('an', 'an', None), ('important', 'important', None), ('call', 'call', None), ('very', 'very', None), ('early', 'early', None), ('in', 'in', None), ('the', 'the', None), ('morning', 'morning', None), ('.', '.', None), ('Madame', 'madame', None), (',', ',', None), ('—', '—', None), ('I', 'i', None), ('have', 'have', None), ('spent', 'spend', Synset('spend.v.01')), ('a', 'a', None), ('very', 'very', None), ('pleasant', 'pleasant', None), ('evening', 'evening', None), ('at', 'at', None), ('your', 'your', None), ('house', 'house', None), ('.', '.', None)]"
843,DEVIL,Madame ?,madame ?,,"['madame', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",2,,,0.003,"[('Madame', 'madame', Synset('madame.n.01')), ('?', '?', None)]"
845,DEVIL,", coming down stairs , taking the letter out of his pocket Do you mean this ?",", come down stair , take the letter out of hi pocket do you mean this ?",,"[',', 'come', 'down', 'stair', ',', 'take', 'the', 'letter', 'out', 'of', 'hi', 'pocket', 'do', 'you', 'mean', 'this', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",2,ecstasy,enthusiasm,0.881,"[(',', ',', None), ('coming', 'come', Synset('issue_forth.v.01')), ('down', 'down', None), ('stairs', 'stair', None), (',', ',', None), ('taking', 'take', Synset('take.v.08')), ('the', 'the', None), ('letter', 'letter', None), ('out', 'out', None), ('of', 'of', None), ('his', 'hi', None), ('pocket', 'pocket', None), ('Do', 'do', None), ('you', 'you', None), ('mean', 'mean', Synset('mean.v.05')), ('this', 'this', None), ('?', '?', None)]"
847,DEVIL,", bowing Madame .",", bow madame .",,"[',', 'bow', 'madame', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'anxiety', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",2,anxiety,,0.014,"[(',', ',', None), ('bowing', 'bow', Synset('bow.v.03')), ('Madame', 'madame', None), ('.', '.', None)]"
865,DEVIL,", rising from chair What do you want ?",", rise from chair what do you want ?",,"[',', 'rise', 'from', 'chair', 'what', 'do', 'you', 'want', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,ecstasy,delight,0.128,"[(',', ',', None), ('rising', 'rise', Synset('rise.v.12')), ('from', 'from', None), ('chair', 'chair', None), ('What', 'what', None), ('do', 'do', None), ('you', 'you', None), ('want', 'want', Synset('desire.v.01')), ('?', '?', None)]"
867,DEVIL,What kind of a lady ?,what kind of a lady ?,,"['what', 'kind', 'of', 'a', 'lady', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,,0.004,"[('What', 'what', None), ('kind', 'kind', None), ('of', 'of', None), ('a', 'a', None), ('lady', 'lady', None), ('?', '?', None)]"
869,DEVIL,What does she want ?,what do she want ?,,"['what', 'do', 'she', 'want', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,,0.013,"[('What', 'what', None), ('does', 'do', None), ('she', 'she', None), ('want', 'want', Synset('desire.v.01')), ('?', '?', None)]"
871,DEVIL,Do you know who the lady is ? Have you seen her before ?,do you know who the lady be ? have you see her before ?,,"['do', 'you', 'know', 'who', 'the', 'lady', 'be', '?', 'have', 'you', 'see', 'her', 'before', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,enthusiasm,,0.263,"[('Do', 'do', None), ('you', 'you', None), ('know', 'know', Synset('know.v.07')), ('who', 'who', None), ('the', 'the', None), ('lady', 'lady', None), ('is', 'be', None), ('?', '?', None), ('Have', 'have', None), ('you', 'you', None), ('seen', 'see', Synset('understand.v.02')), ('her', 'her', None), ('before', 'before', None), ('?', '?', None)]"
873,DEVIL,Ask her to step in here .  Ah !,ask her to step in here . ah !,,"['ask', 'her', 'to', 'step', 'in', 'here', '.', 'ah', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,,0.047,"[('Ask', 'ask', None), ('her', 'her', None), ('to', 'to', None), ('step', 'step', Synset('step.v.06')), ('in', 'in', None), ('here', 'here', None), ('.', '.', None), ('Ah', 'ah', None), ('!', '!', None)]"
875,DEVIL,"No , merely a good friend . Nothing else . I just happened in . By the way , how do you do ?","no , merely a good friend . nothing els . i just happen in . by the way , how do you do ?",,"['no', ',', 'merely', 'a', 'good', 'friend', '.', 'nothing', 'els', '.', 'i', 'just', 'happen', 'in', '.', 'by', 'the', 'way', ',', 'how', 'do', 'you', 'do', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,delight,0.072,"[('No', 'no', None), (',', ',', None), ('merely', 'merely', None), ('a', 'a', None), ('good', 'good', None), ('friend', 'friend', None), ('.', '.', None), ('Nothing', 'nothing', None), ('else', 'els', None), ('.', '.', None), ('I', 'i', None), ('just', 'just', None), ('happened', 'happen', Synset('happen.v.01')), ('in', 'in', None), ('.', '.', None), ('By', 'by', None), ('the', 'the', None), ('way', 'way', None), (',', ',', None), ('how', 'how', None), ('do', 'do', None), ('you', 'you', None), ('do', 'do', None), ('?', '?', None)]"
877,DEVIL,"Karl is expecting you , then ?","karl be expect you , then ?",,"['karl', 'be', 'expect', 'you', ',', 'then', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'annoyance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,annoyance,,0.015,"[('Karl', 'karl', None), ('is', 'be', None), ('expecting', 'expect', Synset('expect.v.03')), ('you', 'you', None), (',', ',', None), ('then', 'then', None), ('?', '?', None)]"
879,DEVIL,Will you permit me to prepare him for this pleasant surprise ?,will you permit me to prepare him for this pleasant surprise ?,,"['will', 'you', 'permit', 'me', 'to', 'prepare', 'him', 'for', 'this', 'pleasant', 'surprise', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,,0.046,"[('Will', 'will', None), ('you', 'you', None), ('permit', 'permit', Synset('let.v.01')), ('me', 'me', None), ('to', 'to', None), ('prepare', 'prepare', Synset('train.v.02')), ('him', 'him', None), ('for', 'for', None), ('this', 'this', None), ('pleasant', 'pleasant', None), ('surprise', 'surprise', None), ('?', '?', None)]"
882,DEVIL,I know it .,i know it .,,"['i', 'know', 'it', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,,0.017,"[('I', 'i', None), ('know', 'know', Synset('know.v.07')), ('it', 'it', None), ('.', '.', None)]"
884,DEVIL,The man — a lady might come every day and escape notice — but coming for the first time she would be sure to attract his attention .,the man — a lady might come every day and escape notice — but come for the first time she would be sure to attract hi attention .,,"['the', 'man', '—', 'a', 'lady', 'might', 'come', 'every', 'day', 'and', 'escape', 'notice', '—', 'but', 'come', 'for', 'the', 'first', 'time', 'she', 'would', 'be', 'sure', 'to', 'attract', 'hi', 'attention', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'eagerness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,ecstasy,enthusiasm,0.73,"[('The', 'the', None), ('man', 'man', None), ('—', '—', None), ('a', 'a', None), ('lady', 'lady', None), ('might', 'might', None), ('come', 'come', Synset('issue_forth.v.01')), ('every', 'every', None), ('day', 'day', None), ('and', 'and', None), ('escape', 'escape', None), ('notice', 'notice', None), ('—', '—', None), ('but', 'but', None), ('coming', 'come', Synset('issue_forth.v.01')), ('for', 'for', None), ('the', 'the', None), ('first', 'first', None), ('time', 'time', None), ('she', 'she', None), ('would', 'would', None), ('be', 'be', None), ('sure', 'sure', None), ('to', 'to', None), ('attract', 'attract', Synset('attract.v.02')), ('his', 'hi', None), ('attention', 'attention', None), ('.', '.', None)]"
886,DEVIL,"I know that , too .","i know that , too .",,"['i', 'know', 'that', ',', 'too', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,,0.018,"[('I', 'i', None), ('know', 'know', Synset('know.v.07')), ('that', 'that', None), (',', ',', None), ('too', 'too', None), ('.', '.', None)]"
888,DEVIL,Yes , he said you were a real lady .,yes he say you be a real lady .,"['yes', ';', 'he', 'say', 'you', 'be', 'a', 'real', 'lady', '.']","[{'primary_emotion': 'ecstasy', 'secondary_emotion': 'calmness'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'delight', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,calmness,0.066,"[('Yes', 'yes', None), (';', ';', None), ('he', 'he', None), ('said', 'say', Synset('say.v.09')), ('you', 'you', None), ('were', 'be', None), ('a', 'a', None), ('real', 'real', None), ('lady', 'lady', None), ('.', '.', None)]"
890,DEVIL,He must have thought you were a model .,he must have think you be a model .,,"['he', 'must', 'have', 'think', 'you', 'be', 'a', 'model', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}]",3,enthusiasm,delight,0.093,"[('He', 'he', None), ('must', 'must', None), ('have', 'have', None), ('thought', 'think', Synset('think.v.12')), ('you', 'you', None), ('were', 'be', None), ('a', 'a', None), ('model', 'model', None), ('.', '.', None)]"
892,DEVIL,A servant can only speak like a gentleman to — his equals .,a servant can only speak like a gentleman to — hi equal .,,"['a', 'servant', 'can', 'only', 'speak', 'like', 'a', 'gentleman', 'to', '—', 'hi', 'equal', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'serenity'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,serenity,0.059,"[('A', 'a', None), ('servant', 'servant', None), ('can', 'can', None), ('only', 'only', None), ('speak', 'speak', Synset('address.v.02')), ('like', 'like', None), ('a', 'a', None), ('gentleman', 'gentleman', None), ('to', 'to', None), ('—', '—', None), ('his', 'hi', None), ('equals', 'equal', None), ('.', '.', None)]"
894,DEVIL,Who knows — perhaps he is a clergyman .,who know — perhaps he be a clergyman .,,"['who', 'know', '—', 'perhaps', 'he', 'be', 'a', 'clergyman', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}]",3,ecstasy,enthusiasm,0.044,"[('Who', 'who', None), ('knows', 'know', Synset('know.v.07')), ('—', '—', None), ('perhaps', 'perhaps', None), ('he', 'he', None), ('is', 'be', None), ('a', 'a', None), ('clergyman', 'clergyman', None), ('.', '.', None)]"
896,DEVIL,"Only two people in the world may open the door of a bachelor 's apartment to a young lady — the man servant , or a clergyman with a marriage certificate — you can take your choice .","only two people in the world may open the door of a bachelor 's apartment to a young lady — the man servant , or a clergyman with a marriage certificate — you can take your choice .",,"['only', 'two', 'people', 'in', 'the', 'world', 'may', 'open', 'the', 'door', 'of', 'a', 'bachelor', ""'s"", 'apartment', 'to', 'a', 'young', 'lady', '—', 'the', 'man', 'servant', ',', 'or', 'a', 'clergyman', 'with', 'a', 'marriage', 'certificate', '—', 'you', 'can', 'take', 'your', 'choice', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'bliss', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}]",3,ecstasy,,1.185,"[('Only', 'only', None), ('two', 'two', None), ('people', 'people', None), ('in', 'in', None), ('the', 'the', None), ('world', 'world', None), ('may', 'may', None), ('open', 'open', Synset('open.v.08')), ('the', 'the', None), ('door', 'door', None), ('of', 'of', None), ('a', 'a', None), ('bachelor', 'bachelor', None), (""'s"", ""'s"", None), ('apartment', 'apartment', None), ('to', 'to', None), ('a', 'a', None), ('young', 'young', None), ('lady', 'lady', None), ('—', '—', None), ('the', 'the', None), ('man', 'man', None), ('servant', 'servant', None), (',', ',', None), ('or', 'or', None), ('a', 'a', None), ('clergyman', 'clergyman', None), ('with', 'with', None), ('a', 'a', None), ('marriage', 'marriage', None), ('certificate', 'certificate', None), ('—', '—', None), ('you', 'you', None), ('can', 'can', None), ('take', 'take', Synset('take.v.39')), ('your', 'your', None), ('choice', 'choice', None), ('.', '.', None)]"
898,DEVIL,Indeed ? I was once left alone with a lady who tried to slap me and I kissed her face .,indeed ? i be once left alone with a lady who try to slap me and i kiss her face .,,"['indeed', '?', 'i', 'be', 'once', 'left', 'alone', 'with', 'a', 'lady', 'who', 'try', 'to', 'slap', 'me', 'and', 'i', 'kiss', 'her', 'face', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'responsiveness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",3,,acceptance,0.148,"[('Indeed', 'indeed', None), ('?', '?', None), ('I', 'i', None), ('was', 'be', None), ('once', 'once', None), ('left', 'left', None), ('alone', 'alone', None), ('with', 'with', None), ('a', 'a', None), ('lady', 'lady', None), ('who', 'who', None), ('tried', 'try', Synset('try.v.01')), ('to', 'to', None), ('slap', 'slap', Synset('slap.v.01')), ('me', 'me', None), ('and', 'and', None), ('I', 'i', None), ('kissed', 'kiss', Synset('snog.v.01')), ('her', 'her', None), ('face', 'face', None), ('.', '.', None)]"
